"","carat","cut","color","clarity","depth","table","price","x","y","z"
"5954",0.7,"Ideal","G","IF",61.3,56,3949,5.72,5.73,3.51
"19558",1.5,"Premium","E","SI2",58,60,8190,7.52,7.47,4.35
"48686",0.77,"Premium","J","VS1",62.2,61,2005,5.85,5.82,3.63
"805",0.71,"Ideal","D","SI1",60.8,56,2863,5.8,5.77,3.52
"13287",1,"Premium","D","SI1",62.1,58,5488,6.45,6.34,3.97
"48861",0.7,"Good","I","SI1",64.3,57,2034,5.59,5.63,3.61
"6561",1,"Ideal","E","SI2",62.3,57,4077,6.33,6.28,3.93
"50423",0.7,"Ideal","F","SI2",62,55,2259,5.69,5.73,3.54
"42316",0.41,"Premium","D","VVS2",61.8,58,1295,4.75,4.79,2.95
"22130",1.5,"Very Good","I","VS1",62.2,59,10164,7.27,7.3,4.53
"35950",0.3,"Ideal","F","SI1",62.1,55,475,4.31,4.35,2.69
"11101",0.82,"Ideal","F","VS2",61.3,56,4931,6.02,6.05,3.7
"41896",0.51,"Good","G","SI1",63.7,55,1259,5.1,5.07,3.24
"10866",1.01,"Very Good","H","SI1",61.8,59,4876,6.37,6.41,3.95
"11339",1.01,"Very Good","F","SI1",63.3,59,4989,6.42,6.38,4.05
"8879",0.9,"Very Good","H","VVS1",63.5,57,4485,6.02,6.07,3.84
"4445",0.92,"Premium","H","SI1",62,60,3618,6.21,6.27,3.87
"36075",0.4,"Very Good","D","SI1",63.5,55,924,4.72,4.67,2.98
"49584",0.65,"Premium","D","SI1",60.5,58,2134,5.61,5.57,3.38
"41131",0.35,"Ideal","E","IF",61.4,56,1197,4.53,4.56,2.79
"11601",1.02,"Ideal","G","SI1",60.6,59,5044,6.55,6.52,3.96
"20378",0.31,"Ideal","F","VS2",61.5,56,625,4.34,4.37,2.68
"13871",1.11,"Ideal","D","SI2",61.6,55,5648,6.66,6.62,4.09
"50573",0.85,"Good","J","SI1",59.2,64,2278,6.17,6.13,3.64
"8804",1.05,"Premium","F","SI2",62.6,59,4475,6.43,6.47,4.04
"9819",1.01,"Premium","D","SI2",58.8,59,4672,6.58,6.55,3.86
"49297",0.3,"Ideal","H","VS1",62.2,54,539,4.29,4.33,2.68
"22353",0.31,"Ideal","H","VS2",62.2,53,628,4.43,4.38,2.74
"46893",0.56,"Ideal","F","VS2",61.6,55,1814,5.32,5.29,3.27
"51594",0.7,"Very Good","I","VVS2",62.4,61,2394,5.6,5.75,3.54
"1984",0.72,"Ideal","E","VVS2",62.1,57,3093,5.76,5.74,3.57
"25041",0.3,"Premium","F","SI1",62.1,60,641,4.28,4.26,2.65
"10344",1.11,"Very Good","E","SI2",62,58,4769,6.61,6.68,4.12
"13454",1.08,"Very Good","H","VS2",58.1,62,5524,6.72,6.74,3.91
"51889",0.73,"Very Good","H","VS2",61.3,60,2430,5.72,5.79,3.53
"20941",1.51,"Very Good","F","SI1",62,57,9150,7.3,7.38,4.55
"2366",1,"Fair","J","SI1",65.3,57,3175,6.33,6.12,4.08
"40509",0.56,"Very Good","H","SI2",59.5,57,1144,5.4,5.43,3.22
"22279",1.5,"Premium","I","IF",62.9,58,10332,7.31,7.21,4.57
"6086",0.9,"Good","I","VVS1",62.4,61,3972,6.05,6.09,3.79
"11272",1.14,"Premium","D","SI2",60.3,58,4972,6.79,6.71,4.07
"43525",0.41,"Ideal","G","IF",62,55,1425,4.8,4.81,2.98
"36958",0.27,"Ideal","H","VS1",61.6,56,480,4.18,4.2,2.58
"28352",0.31,"Very Good","F","VS2",61.4,58.4,667,4.37,4.4,2.69
"29958",0.34,"Good","E","SI2",63.1,56,445,4.46,4.51,2.83
"21587",1.03,"Ideal","G","VVS1",61.5,57,9691,6.47,6.52,3.99
"52090",0.72,"Ideal","H","SI1",62.2,58,2458,5.72,5.76,3.57
"43882",0.54,"Ideal","I","VS1",62.3,57,1452,5.2,5.24,3.25
"21296",1.5,"Premium","E","SI2",60.1,60,9450,7.42,7.35,4.44
"18174",1,"Very Good","E","VS1",59.4,56,7367,6.53,6.56,3.89
"3160",0.72,"Ideal","H","VVS2",61.6,56,3334,5.75,5.77,3.55
"3134",0.73,"Ideal","E","VS2",62.2,56,3328,5.76,5.78,3.59
"11399",0.34,"Premium","H","VS1",60.6,60,596,4.45,4.49,2.71
"42525",0.4,"Premium","F","VVS1",60.8,59,1323,4.76,4.74,2.89
"22172",1.52,"Ideal","I","VS1",62.9,60,10214,7.31,7.27,4.59
"22666",1.55,"Very Good","I","VS1",59,58,10711,7.56,7.63,4.48
"32518",0.4,"Very Good","D","SI2",63.1,56,798,4.67,4.65,2.94
"33366",0.41,"Premium","G","VS2",61.6,58,827,4.73,4.78,2.93
"17071",1.5,"Premium","J","SI1",60.5,59,6806,7.38,7.47,4.49
"51141",0.71,"Ideal","G","SI1",62.8,56,2342,5.72,5.75,3.6
"14207",1.31,"Premium","I","VS1",61.9,56,5759,7.07,6.98,4.35
"30453",0.3,"Ideal","F","VS1",61,56,731,4.37,4.35,2.66
"47268",0.51,"Ideal","G","VVS2",62.1,58,1844,5.09,5.12,3.17
"49564",0.53,"Ideal","F","VVS2",61.6,55,2131,5.21,5.24,3.22
"36947",0.32,"Ideal","H","SI1",61.8,55,479,4.39,4.41,2.72
"49658",0.7,"Very Good","G","SI2",61.7,60,2141,5.67,5.7,3.51
"26417",1.7,"Premium","G","VS2",60.3,60,15941,7.72,7.64,4.63
"29751",0.31,"Very Good","D","VS1",63.7,58,709,4.27,4.3,2.73
"51585",0.52,"Ideal","F","IF",61.7,56,2393,5.16,5.18,3.19
"13120",1.01,"Ideal","G","SI1",63.1,53,5430,6.36,6.42,4.03
"49321",0.51,"Ideal","F","VVS2",61.2,56,2093,5.17,5.19,3.17
"38024",0.39,"Premium","G","VS2",60.9,59,1009,4.74,4.69,2.87
"36996",0.41,"Ideal","G","SI1",61.1,56,964,4.82,4.84,2.95
"4515",0.94,"Very Good","D","SI2",62,57,3634,6.28,6.34,3.91
"10210",1.05,"Premium","E","SI2",59.5,59,4742,6.65,6.59,3.94
"34878",0.3,"Ideal","G","VVS1",61.7,57,878,4.34,4.31,2.67
"7156",0.83,"Ideal","G","VS1",62.1,57,4181,5.99,6.03,3.73
"15802",1.22,"Very Good","H","SI1",62.4,57,6323,6.78,6.82,4.24
"2533",0.9,"Premium","D","SI2",62.7,59,3205,6.2,6.14,3.87
"24889",1.27,"Premium","F","VVS1",62.5,56,13320,6.99,6.93,4.35
"1978",0.7,"Very Good","D","VS2",60.7,58,3092,5.7,5.73,3.47
"33999",0.42,"Premium","G","VS2",60.6,58,847,4.83,4.88,2.94
"42541",0.5,"Premium","F","VS2",61.7,60,1323,5.06,5.02,3.11
"9050",0.35,"Good","E","SI2",64,55,588,4.49,4.45,2.86
"3973",0.73,"Ideal","D","VS1",61.1,57,3509,5.85,5.81,3.56
"4198",1.01,"Very Good","I","SI1",63.1,58,3563,6.38,6.33,4.01
"13919",1.09,"Ideal","F","SI1",62,56,5665,6.56,6.61,4.08
"49608",0.71,"Very Good","F","SI2",60.5,62,2138,5.75,5.79,3.49
"37595",0.24,"Very Good","E","VVS2",62.2,60,485,3.97,4.01,2.48
"17368",1.01,"Premium","E","VS2",62.2,58,6968,6.41,6.36,3.97
"37847",0.33,"Ideal","D","VS2",62.6,56,1002,4.43,4.39,2.76
"16904",1.03,"Premium","G","VS1",60.7,58,6749,6.55,6.5,3.96
"18026",1.5,"Premium","H","SI2",62.3,59,7291,7.27,7.21,4.52
"38574",0.4,"Premium","H","VS1",62.6,58,1035,4.71,4.68,2.94
"9656",1.01,"Premium","H","SI1",62.8,58,4642,6.38,6.36,4
"32776",0.34,"Premium","D","SI1",62.7,59,803,4.45,4.42,2.78
"5144",1,"Very Good","E","SI2",63.5,56,3763,6.37,6.3,4.02
"19609",1.31,"Ideal","F","SI1",62.4,57,8227,6.96,6.88,4.32
"49095",0.51,"Very Good","G","IF",63.8,58,2063,5.06,5.09,3.24
"14630",1.03,"Premium","E","VS2",61.3,61,5906,6.53,6.46,3.98
"49998",0.58,"Premium","E","VS2",59.6,59,2192,5.43,5.38,3.22
"17916",1.51,"Premium","H","SI2",59.4,62,7235,7.47,7.31,4.39
"2",0.21,"Premium","E","SI1",59.8,61,326,3.89,3.84,2.31
"24598",1.52,"Ideal","E","SI1",62,56,12907,7.36,7.34,4.56
"14152",1.01,"Premium","G","VS2",63,58,5741,6.42,6.37,4.03
"7578",1,"Very Good","F","SI2",62.9,56,4255,6.36,6.42,4.02
"45874",0.51,"Premium","D","VS2",60.9,58,1716,5.18,5.14,3.14
"21786",1.53,"Ideal","I","VS2",61.8,57,9853,7.44,7.39,4.58
"31638",0.3,"Very Good","J","SI1",63.4,54,450,4.29,4.23,2.7
"15425",1.01,"Premium","D","SI1",62,60,6176,6.4,6.37,3.96
"50310",0.31,"Very Good","E","SI1",59.1,59,544,4.42,4.44,2.62
"23116",1.23,"Ideal","F","VVS2",61.8,56,11141,6.89,6.84,4.24
"20755",1.19,"Good","G","VVS2",61.1,61,8995,6.86,6.83,4.18
"8935",1.01,"Premium","F","SI2",62.2,59,4497,6.45,6.41,4
"5336",1.08,"Very Good","J","SI2",63.2,59,3810,6.57,6.4,4.1
"20699",1.5,"Very Good","I","VS2",60.1,60,8974,7.38,7.35,4.43
"19084",1.74,"Premium","I","SI2",62.2,58,7858,7.65,7.61,4.75
"39694",0.4,"Very Good","F","VVS2",62.8,57,1088,4.66,4.73,2.95
"37337",0.43,"Premium","E","VS2",61.6,59,981,4.81,4.84,2.97
"33772",0.48,"Ideal","G","SI2",62,54,841,5.04,5.06,3.13
"15177",1.01,"Premium","F","VS2",63,58,6097,6.43,6.36,4.03
"10337",1.02,"Ideal","H","SI2",61.4,58,4766,6.47,6.52,3.99
"31665",0.33,"Ideal","E","VS1",61.7,54,768,4.45,4.47,2.75
"22931",1.44,"Very Good","D","VS2",63.1,56,10967,7.15,7.12,4.5
"31675",0.26,"Ideal","F","VVS2",62.5,56,769,4.12,4.1,2.57
"39974",0.43,"Fair","E","VS2",60.5,59,1107,4.92,4.9,2.97
"44467",0.51,"Ideal","F","SI1",61.1,55,1593,5.22,5.16,3.17
"21401",1.51,"Premium","I","VS1",63,59,9513,7.3,7.28,4.59
"18120",1.21,"Premium","E","SI1",62.6,58,7334,6.82,6.79,4.26
"28640",0.33,"Good","I","SI1",63.6,53,434,4.4,4.43,2.81
"25317",1.51,"Ideal","G","VS1",62.1,55,13995,7.38,7.33,4.57
"14064",0.3,"Good","G","VS1",63.4,58,605,4.23,4.25,2.69
"49069",1,"Premium","H","I1",62.7,59,2058,6.39,6.33,3.98
"22181",1.54,"Premium","G","SI1",61.3,59,10219,7.41,7.38,4.53
"28275",0.24,"Very Good","E","VS2",60.8,56,362,4.02,4.04,2.45
"49647",0.3,"Premium","H","SI1",59.5,62,540,4.35,4.32,2.58
"34807",0.31,"Very Good","E","VVS1",62.3,59,878,4.32,4.38,2.71
"34221",0.4,"Ideal","H","SI1",62,56,855,4.74,4.68,2.92
"6750",0.33,"Ideal","H","VS1",61.5,56,579,4.44,4.47,2.74
"24757",1.54,"Ideal","G","VS2",62,55.6,13110,7.35,7.44,4.59
"28070",0.39,"Very Good","F","SI1",60,55,661,4.76,4.79,2.86
"24627",1.52,"Ideal","G","VS2",61.1,57,12958,7.45,7.39,4.53
"16073",1.02,"Ideal","G","VS2",62.8,57,6418,6.36,6.45,4.02
"5008",0.92,"Good","E","SI2",61.8,59,3744,6.11,6.19,3.8
"25784",1.5,"Ideal","F","VS2",62.6,57,14759,7.27,7.34,4.57
"18588",1.4,"Very Good","I","VS1",61.6,59,7584,7.17,7.22,4.43
"11037",1.06,"Premium","I","VS1",62.4,55,4920,6.57,6.5,4.08
"12731",1.07,"Ideal","F","SI2",61.4,56,5313,6.57,6.63,4.05
"26527",1.62,"Ideal","G","VS2",61.3,55,16183,7.55,7.6,4.64
"18749",1.15,"Very Good","D","VS2",61.4,57,7662,6.7,6.78,4.14
"42968",0.53,"Very Good","G","SI1",60.2,57,1367,5.22,5.28,3.16
"31393",0.3,"Ideal","E","VVS1",62.5,54,763,4.29,4.32,2.69
"14381",0.3,"Premium","F","VS2",61.4,60,605,4.27,4.3,2.63
"22183",1.01,"Premium","D","VVS2",62.4,60,10221,6.31,6.36,3.95
"25309",1.51,"Ideal","E","VS2",59.8,59,13986,7.55,7.47,4.49
"2541",0.75,"Premium","E","VS2",61.8,58,3206,5.83,5.85,3.61
"38555",0.39,"Ideal","E","VVS2",61.9,55,1034,4.7,4.73,2.92
"51704",0.7,"Very Good","F","VS2",62.1,58,2400,5.68,5.72,3.54
"31423",0.4,"Ideal","F","SI2",61.5,56,764,4.75,4.78,2.93
"28795",0.27,"Very Good","F","VVS2",61.8,57,682,4.15,4.17,2.57
"3579",0.8,"Ideal","F","SI1",60.5,57,3420,6.02,6.07,3.66
"39951",0.33,"Premium","D","SI2",62.7,58,492,4.39,4.41,2.76
"3829",0.73,"Good","E","VS1",60.8,61,3471,5.77,5.8,3.52
"27749",2,"Very Good","G","SI1",63.5,56,18818,7.9,7.97,5.04
"5823",0.66,"Ideal","D","VVS2",61.3,57,3915,5.59,5.63,3.44
"4288",0.7,"Ideal","E","VVS2",62.4,54,3585,5.66,5.71,3.55
"962",0.71,"Ideal","F","VS2",61.2,56,2891,5.73,5.77,3.52
"6009",1.04,"Premium","I","SI2",61.6,56,3960,6.56,6.49,4.02
"38783",0.31,"Ideal","H","IF",61.8,56,1046,4.38,4.36,2.7
"23107",1.24,"Very Good","F","VVS2",62,55,11130,6.88,6.95,4.29
"18143",1.54,"Good","J","SI1",62.9,62,7349,7.3,7.36,4.61
"49277",0.54,"Ideal","G","VVS2",61.4,55,2090,5.3,5.22,3.23
"48758",0.56,"Ideal","F","VS1",61.7,54,2016,5.32,5.28,3.27
"35186",0.31,"Ideal","G","IF",61.3,56,891,4.38,4.4,2.69
"18757",1.21,"Ideal","G","VS2",62,56,7666,6.77,6.87,4.23
"18736",1.02,"Ideal","F","VS1",61,56,7654,6.54,6.5,3.98
"17995",1.02,"Very Good","E","SI1",63.7,55,7277,6.29,6.4,4.04
"24269",1.36,"Ideal","F","VVS2",61.6,56,12494,7.08,7.17,4.39
"14191",1.02,"Very Good","G","VS2",63.5,56,5758,6.43,6.38,4.07
"6585",1.03,"Premium","H","SI2",62.3,59,4078,6.42,6.46,4.01
"51083",0.71,"Very Good","G","SI1",61.7,56,2334,5.7,5.74,3.53
"36583",0.33,"Ideal","G","IF",61.2,56,946,4.47,4.51,2.75
"12006",1.01,"Fair","D","SI1",64.4,61,5147,6.17,6.13,3.96
"1535",0.77,"Ideal","E","SI1",62.5,56,3000,5.87,5.91,3.68
"43716",0.61,"Fair","I","VS2",57.4,60.9,1437,5.6,5.65,3.23
"12947",0.9,"Ideal","F","VS1",61.6,56,5386,6.2,6.23,3.83
"40036",0.4,"Very Good","F","VVS1",61.9,59,1111,4.71,4.75,2.93
"10701",0.72,"Very Good","E","VVS1",61.2,57,4847,5.73,5.78,3.53
"34022",0.35,"Ideal","E","VVS2",62.6,53,849,4.52,4.55,2.84
"34285",0.26,"Ideal","H","IF",61.1,57,468,4.12,4.16,2.53
"6894",0.9,"Ideal","G","VS2",62.7,56,4133,6.25,6.15,3.89
"22408",1.75,"Premium","J","VS1",62.2,59,10429,7.7,7.74,4.8
"51060",0.7,"Very Good","G","VS2",63.5,57,2331,5.68,5.66,3.6
"51087",0.52,"Ideal","D","VVS2",59.9,57,2334,5.28,5.21,3.14
"45461",0.52,"Ideal","G","SI1",61.2,55,1675,5.2,5.23,3.19
"32790",0.4,"Ideal","G","VS2",62.6,56,804,4.69,4.74,2.95
"5595",1.01,"Fair","H","SI1",64.5,59,3869,6.27,6.23,4.03
"42118",0.5,"Good","E","SI1",63.5,61,1279,4.98,5.03,3.18
"33042",0.32,"Ideal","G","VVS1",61.2,56,814,4.42,4.44,2.71
"17124",1.39,"Ideal","J","VS2",60.9,57,6831,7.2,7.25,4.4
"42267",0.44,"Ideal","D","VS1",62.3,55,1294,4.88,4.84,3.03
"1748",0.92,"Premium","I","SI2",61.5,59,3040,6.27,6.21,3.84
"48890",0.71,"Premium","G","SI2",60.8,60,2039,5.74,5.78,3.5
"11453",1.01,"Ideal","G","SI1",62.3,56,5006,6.42,6.38,3.99
"45497",0.51,"Very Good","F","VS1",60,59,1680,5.18,5.22,3.12
"22327",1.16,"Ideal","G","IF",59.9,57,10368,6.85,6.93,4.13
"40739",0.54,"Ideal","E","SI2",62.1,56,1163,5.18,5.22,3.23
"23029",0.3,"Ideal","H","VVS2",61.7,54.2,631,4.32,4.35,2.67
"22476",1.55,"Premium","G","VS2",60.5,60,10499,7.49,7.46,4.52
"24252",1.51,"Ideal","F","SI1",62.3,57,12459,7.33,7.3,4.56
"46008",0.57,"Very Good","H","VVS2",62.2,56,1726,5.32,5.35,3.31
"41623",0.34,"Ideal","J","VVS1",62.1,54.2,504,4.48,4.51,2.79
"53490",0.7,"Very Good","H","VVS1",63.5,58,2682,5.63,5.59,3.56
"35112",0.3,"Ideal","F","IF",62.1,55,886,4.31,4.35,2.69
"4148",1.01,"Good","E","SI2",63.9,58,3546,6.31,6.37,4.05
"25292",1.51,"Premium","F","VS2",61.7,58,13945,7.33,7.28,4.51
"35755",0.3,"Ideal","E","VS2",61.4,59,911,4.3,4.27,2.63
"46299",0.3,"Very Good","E","SI1",62.9,57,526,4.27,4.32,2.7
"18236",1.2,"Premium","G","VS2",62.4,59,7405,6.74,6.68,4.19
"49796",0.7,"Ideal","I","VS1",62.7,57,2163,5.63,5.67,3.54
"5004",0.91,"Ideal","H","VS2",63,56,3743,6.15,6.05,3.84
"30307",0.41,"Very Good","E","SI1",61,61,725,4.74,4.77,2.9
"3910",0.8,"Premium","E","VS2",63,56,3494,5.91,5.84,3.7
"46679",0.59,"Ideal","E","SI1",62.9,57,1789,5.36,5.33,3.36
"14759",1.01,"Premium","D","SI1",62.8,60,5939,6.42,6.36,4.01
"31834",0.34,"Ideal","G","VVS2",61.9,57,775,4.44,4.48,2.76
"40641",0.41,"Ideal","E","VS1",62.7,57,1153,4.76,4.72,2.97
"4683",0.71,"Ideal","D","SI1",61.4,56,3674,5.7,5.74,3.51
"6281",1.01,"Good","I","VS1",63.8,57,4016,6.31,6.23,4
"46242",0.53,"Premium","F","VS2",61.4,60,1753,5.21,5.18,3.19
"912",0.79,"Ideal","F","SI1",62.8,56,2878,5.88,5.9,3.7
"1222",0.81,"Ideal","I","VS2",61.8,56,2939,6.02,5.99,3.71
"28027",0.3,"Very Good","E","VS2",62.4,57,658,4.24,4.26,2.65
"29610",0.35,"Premium","G","VS1",61.2,58,706,4.51,4.54,2.77
"31642",0.25,"Ideal","H","VVS1",62.5,56,450,4.03,4.06,2.53
"22860",1.01,"Very Good","E","VVS1",63.1,57,10891,6.39,6.36,4.02
"20537",1.56,"Premium","G","SI2",61.7,59,8858,7.51,7.43,4.61
"34045",0.37,"Ideal","G","VS2",61.6,55,851,4.63,4.65,2.86
"15729",1.23,"Premium","H","VS2",61.4,59,6291,6.85,6.87,4.21
"39469",0.41,"Ideal","E","VS1",61.8,57,1079,4.76,4.79,2.95
"13155",1.01,"Good","D","SI1",63.8,58,5443,6.34,6.38,4.06
"13071",1.24,"Ideal","J","VS2",61.7,55,5412,6.91,6.96,4.28
"44299",0.52,"Premium","E","SI1",62.3,59,1577,5.16,5.08,3.19
"33660",0.41,"Very Good","G","VS2",62.7,60,835,4.71,4.75,2.96
"39090",0.31,"Ideal","F","IF",61.5,55,1061,4.34,4.37,2.68
"11074",1.13,"Very Good","E","SI1",62.7,57,4922,6.62,6.65,4.16
"14292",1.01,"Good","F","VS1",64,56,5786,6.37,6.32,4.06
"14890",1.2,"Ideal","G","SI1",60.5,56,5996,6.84,6.87,4.15
"13911",1.07,"Premium","F","SI1",59.6,58,5662,6.72,6.68,3.99
"34882",0.4,"Very Good","E","VS2",62,60,879,4.67,4.69,2.9
"8495",0.9,"Good","D","SI1",61.9,62,4419,6.15,6.17,3.81
"48843",0.55,"Ideal","E","VS2",62.5,56,2030,5.26,5.23,3.28
"38581",0.4,"Ideal","G","VS2",61.2,57,1035,4.78,4.73,2.91
"10646",1.04,"Ideal","I","SI1",61.7,55,4836,6.5,6.54,4.02
"43617",0.34,"Very Good","G","SI1",61.5,56,507,4.45,4.52,2.76
"16244",1.01,"Good","G","VS1",63.2,58,6499,6.34,6.38,4.02
"9313",1.02,"Ideal","F","SI2",61.4,56,4578,6.47,6.5,3.98
"12716",0.26,"Ideal","F","VVS2",61.6,57,599,4.08,4.1,2.52
"16429",1.13,"Premium","G","VS2",60.1,59,6561,6.82,6.75,4.08
"2892",0.91,"Premium","I","VS2",63,58,3282,6.15,6.07,3.85
"26052",1.51,"Premium","F","VS2",59.1,60,15253,7.52,7.45,4.42
"17746",1,"Very Good","E","SI1",63,54,7145,6.36,6.4,4.02
"52486",0.56,"Ideal","F","VVS2",61.1,56,2522,5.35,5.37,3.27
"38913",0.33,"Good","G","IF",57.9,60,1052,4.57,4.55,2.64
"20352",1.04,"Very Good","E","VVS2",62.4,58,8748,6.46,6.4,4.01
"43598",0.31,"Ideal","I","VS1",61.2,55,507,4.37,4.39,2.68
"14179",1.3,"Premium","E","SI2",61.5,59,5751,7.05,7,4.32
"26262",1.58,"Ideal","E","VS2",62.7,56,15721,7.55,7.45,4.7
"13084",1.04,"Premium","H","VS2",62.7,61,5416,6.48,6.44,4.05
"34498",0.32,"Ideal","F","VVS1",60.6,56,867,4.46,4.48,2.71
"51074",0.96,"Good","I","I1",58.6,64,2333,6.34,6.26,3.69
"3069",0.73,"Premium","E","VS1",60.9,61,3311,5.81,5.79,3.53
"35510",0.41,"Very Good","E","SI1",63.1,57,904,4.78,4.73,3
"49863",0.62,"Ideal","G","VS1",62,56,2173,5.45,5.49,3.39
"53883",0.71,"Fair","D","VS1",65.4,59,2747,5.62,5.58,3.66
"8515",1.01,"Ideal","J","VS2",62.3,55,4425,6.4,6.44,4
"17157",1.24,"Premium","H","VS2",61.2,59,6850,6.89,6.93,4.23
"33309",0.41,"Good","F","VS1",64.4,57,827,4.67,4.71,3.02
"19323",1.2,"Very Good","G","VS2",63.1,57,8032,6.74,6.69,4.24
"43637",0.43,"Very Good","E","VVS1",61.9,56,1433,4.81,4.85,2.99
"39790",0.39,"Ideal","D","VS1",60.3,56,1095,4.71,4.77,2.86
"24432",1.68,"Premium","F","SI1",60.7,62,12681,7.72,7.66,4.67
"51768",0.7,"Ideal","F","SI1",62.2,56,2409,5.68,5.7,3.54
"50194",0.71,"Very Good","E","SI2",63.3,57,2225,5.65,5.69,3.59
"50558",0.74,"Very Good","J","IF",60.3,58,2277,5.82,5.86,3.52
"29335",0.31,"Premium","H","VS1",61.5,61,698,4.34,4.31,2.66
"44926",0.51,"Ideal","G","VS1",60.2,56,1632,5.18,5.24,3.14
"4859",0.91,"Very Good","G","SI1",63.5,61,3710,6.1,6.05,3.86
"28199",0.38,"Ideal","G","SI1",62.4,57,666,4.62,4.65,2.89
"11858",1.03,"Premium","I","VS1",60.4,59,5104,6.57,6.51,3.95
"15032",0.3,"Premium","G","VS1",62.2,59,605,4.28,4.31,2.67
"33032",0.32,"Ideal","G","VVS1",61.2,55,814,4.41,4.44,2.71
"15088",1.49,"Very Good","F","I1",62.6,53.6,6064,7.28,7.31,4.57
"17905",0.85,"Ideal","D","VVS1",62,56,7230,6.05,6.11,3.77
"10854",1.03,"Ideal","G","SI2",61.8,55,4873,6.5,6.52,4.02
"48573",0.59,"Very Good","E","VS1",61.6,61,1993,5.34,5.37,3.3
"11461",1,"Very Good","I","VS1",61.1,59.9,5009,6.37,6.41,3.9
"43243",0.42,"Ideal","E","VVS1",61.6,56,1400,4.82,4.85,2.98
"39168",0.4,"Premium","J","IF",62.2,61,1063,4.71,4.68,2.92
"47414",0.57,"Ideal","G","VS1",62,55,1851,5.29,5.35,3.3
"41120",0.41,"Ideal","F","VVS1",61.6,55,1196,4.79,4.82,2.96
"21248",1.26,"Ideal","G","VS2",60.8,55,9399,7.02,7.04,4.28
"23719",0.25,"Very Good","F","VVS2",62.8,54,633,4,4.03,2.52
"37851",0.33,"Ideal","E","VS1",62.7,57,1002,4.45,4.38,2.77
"52247",0.7,"Ideal","I","VVS2",62.7,54,2487,5.65,5.69,3.55
"51967",0.3,"Ideal","H","VS1",62.4,55,545,4.32,4.34,2.7
"50276",0.7,"Good","E","SI1",62.7,61,2239,5.59,5.67,3.53
"24362",0.3,"Ideal","H","VVS1",62,56,636,4.31,4.34,2.68
"53802",0.53,"Ideal","D","VVS1",62,57,2732,5.16,5.2,3.21
"22794",1.5,"Premium","E","SI1",61.3,59,10819,7.39,7.25,4.49
"41022",0.44,"Very Good","F","VVS1",62.1,60,1187,4.84,4.92,3.03
"50524",0.61,"Very Good","F","VVS2",60.5,58.5,2274,5.44,5.64,3.34
"24444",1.25,"Ideal","F","VVS1",62.2,56,12698,6.93,6.89,4.3
"23802",1.5,"Premium","D","SI1",62.1,60,11863,7.28,7.22,4.5
"810",0.71,"Premium","D","SI1",61.7,56,2863,5.8,5.68,3.54
"26126",1.52,"Premium","G","VVS2",62.9,59,15404,7.29,7.25,4.57
"8465",1.03,"Very Good","F","SI2",62,58,4414,6.43,6.51,4.01
"2066",0.32,"Premium","H","VS1",62.4,58,561,4.35,4.4,2.73
"7027",0.9,"Premium","F","SI1",59.9,59,4158,6.29,6.26,3.76
"7558",1.15,"Very Good","E","SI2",61.7,60,4250,6.7,6.78,4.16
"41881",0.46,"Very Good","F","VS2",59.9,55,1258,5.06,5.08,3.04
"10616",1.01,"Premium","F","SI1",60.3,58,4829,6.53,6.61,3.96
"52481",0.73,"Premium","I","VVS2",60.6,58,2519,5.84,5.78,3.52
"4111",0.91,"Good","E","SI2",63.9,61,3538,6.03,6.09,3.87
"4457",1.01,"Good","I","VS2",63.6,57,3620,6.3,6.21,3.98
"18991",1.03,"Premium","E","VS1",59.6,59,7817,6.59,6.57,3.92
"44525",0.52,"Very Good","E","VS1",63.4,54,1601,5.08,5.11,3.23
"16691",0.31,"Ideal","H","SI1",61.3,57,421,4.36,4.38,2.68
"11418",1.16,"Ideal","E","SI2",59.9,57,5001,6.8,6.82,4.08
"9183",1.08,"Ideal","G","SI2",61.9,57,4544,6.55,6.57,4.06
"35311",0.4,"Very Good","H","VS2",63.1,62,895,4.75,4.66,2.97
"4505",0.8,"Ideal","E","SI1",61.7,56,3630,5.99,6.04,3.71
"46113",0.53,"Ideal","H","VVS1",62.4,54,1743,5.18,5.2,3.24
"48060",0.55,"Ideal","D","VS2",61.5,56,1928,5.25,5.28,3.24
"44430",0.55,"Very Good","E","VS2",58.1,62,1589,5.38,5.46,3.15
"37590",0.44,"Ideal","G","SI1",61.5,57,990,4.88,4.87,3
"42931",0.32,"Premium","H","VS2",60.7,58,505,4.43,4.46,2.7
"53700",0.9,"Premium","J","SI2",63,59,2717,6.14,6.11,3.86
"47548",0.52,"Premium","F","VS1",61.7,56,1872,5.17,5.14,3.18
"17342",1,"Good","E","VS2",58.2,60,6958,6.52,6.54,3.8
"47582",0.7,"Premium","G","SI2",61,58,1875,5.75,5.72,3.5
"5074",0.93,"Premium","H","SI1",61.8,59,3750,6.27,6.23,3.86
"30686",0.4,"Ideal","E","SI1",62,57,737,4.74,4.78,2.95
"2243",1,"Fair","F","SI2",65.5,56,3146,6.3,6.19,4.09
"19317",1.01,"Ideal","G","VVS2",61.1,57,8029,6.49,6.54,3.98
"53384",0.7,"Ideal","F","SI1",61.7,54,2662,5.72,5.75,3.54
"49568",0.62,"Good","F","VVS2",59.9,62,2131,5.51,5.53,3.3
"13282",1.38,"Premium","G","SI2",58.3,59,5487,7.34,7.27,4.26
